id,member_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_amnt,loan_status
1058484,1290072.0,7200.0, 36 months, 20.89%,270.86,F,F1,< 1 year,MORTGAGE,88800.0,Verified,debt_consolidation,20.46,0.0,3.0,34.0,0.0,17998.0,57.5%,61.0,541.72,Charged Off
1058615,1290210.0,12000.0, 36 months,  8.90%,381.04,A,A5,6 years,RENT,100000.0,Not Verified,debt_consolidation,12.94,0.0,0.0,9.0,0.0,10576.0,57.2%,20.0,392.81,Fully Paid
1058603,1290197.0,5000.0, 36 months, 12.42%,167.08,B,B4,3 years,RENT,45000.0,Not Verified,credit_card,4.21,0.0,1.0,4.0,0.0,5592.0,81%,10.0,1448.94,Fully Paid
1058468,1290056.0,12000.0, 36 months, 16.29%,423.61,D,D1,9 years,RENT,36000.0,Verified,credit_card,14.0,0.0,1.0,6.0,0.0,11926.0,87.7%,11.0,6486.41,Fully Paid
1058440,1290022.0,18000.0, 36 months, 17.27%,644.18,D,D3,10+ years,RENT,80000.0,Verified,debt_consolidation,21.43,0.0,1.0,18.0,0.0,21980.0,63.7%,28.0,659.44,Fully Paid
1058451,1290037.0,10000.0, 36 months,  9.91%,322.25,B,B1,3 years,RENT,50000.0,Source Verified,credit_card,9.1,0.0,0.0,9.0,0.0,13020.0,37.5%,11.0,5145.96,Fully Paid
1058596,1290190.0,10000.0, 36 months,  9.91%,322.25,B,B1,10+ years,RENT,75000.0,Not Verified,debt_consolidation,11.23,0.0,1.0,10.0,0.0,9105.0,61.9%,22.0,4005.76,Fully Paid
1058578,1290169.0,26000.0, 36 months,  7.51%,808.89,A,A3,8 years,MORTGAGE,105000.0,Verified,debt_consolidation,15.3,0.0,0.0,8.0,0.0,15093.0,78.6%,33.0,6642.31,Fully Paid
1058423,1290007.0,17475.0, 36 months,  9.91%,563.14,B,B1,3 years,RENT,45408.0,Source Verified,debt_consolidation,24.92,0.0,1.0,19.0,0.0,29544.0,49.2%,27.0,1692.55,Fully Paid
1057201,1288760.0,10400.0, 60 months, 22.35%,289.32,F,F5,3 years,MORTGAGE,72000.0,Source Verified,debt_consolidation,8.82,0.0,0.0,8.0,0.0,9334.0,99.3%,9.0,289.32,Charged Off
1058396,1289979.0,10000.0, 36 months, 10.65%,325.74,B,B2,3 years,RENT,67500.0,Source Verified,credit_card,9.3,0.0,1.0,8.0,0.0,17675.0,77.9%,12.0,4606.88,Fully Paid
1046641,1277494.0,17250.0, 36 months, 19.42%,635.99,E,E3,4 years,RENT,60000.0,Verified,credit_card,4.08,0.0,3.0,3.0,0.0,14981.0,72%,6.0,7525.06,Fully Paid
1053982,1285589.0,10000.0, 36 months,  6.62%,307.04,A,A2,2 years,MORTGAGE,65000.0,Source Verified,debt_consolidation,7.16,0.0,1.0,7.0,0.0,46667.0,33.5%,24.0,326.35,Fully Paid
1058372,1289952.0,12000.0, 60 months, 13.49%,276.06,C,C1,9 years,RENT,55000.0,Not Verified,debt_consolidation,14.49,0.0,2.0,8.0,0.0,18622.0,50.1%,16.0,276.06,Charged Off
1058368,1289948.0,19075.0, 60 months, 18.25%,486.98,D,D5,< 1 year,RENT,48000.0,Source Verified,debt_consolidation,21.2,0.0,1.0,9.0,0.0,20306.0,70.8%,19.0,12760.95,Fully Paid
1058155,1289935.0,20000.0, 36 months, 11.71%,661.52,B,B3,2 years,MORTGAGE,55000.0,Verified,credit_card,23.89,0.0,3.0,9.0,0.0,19037.0,54.9%,14.0,11554.01,Fully Paid
1057701,1289468.0,24000.0, 36 months,  7.90%,750.97,A,A4,4 years,RENT,65000.0,Verified,debt_consolidation,22.12,0.0,0.0,12.0,0.0,11383.0,41.4%,20.0,759.52,Fully Paid
1058301,1289888.0,17200.0, 60 months, 17.27%,429.97,D,D3,9 years,MORTGAGE,55000.0,Verified,home_improvement,23.76,0.0,1.0,14.0,0.0,18467.0,89%,38.0,606.0,Charged Off
1058237,1289819.0,15000.0, 36 months,  8.90%,476.3,A,A5,3 years,MORTGAGE,75000.0,Verified,home_improvement,21.6,0.0,1.0,10.0,0.0,5581.0,46.9%,23.0,492.43,Fully Paid
1058309,1289896.0,10625.0, 36 months, 11.71%,351.44,B,B3,< 1 year,RENT,30000.0,Source Verified,credit_card,23.2,0.0,0.0,11.0,0.0,12103.0,70.4%,17.0,351.44,Charged Off
1058318,1289905.0,8400.0, 36 months, 14.65%,289.76,C,C3,< 1 year,RENT,30000.0,Source Verified,credit_card,15.84,0.0,1.0,19.0,0.0,11568.0,73.3%,24.0,3007.67,Fully Paid
1058282,1289869.0,16000.0, 36 months, 15.96%,562.2,C,C5,10+ years,MORTGAGE,60000.0,Source Verified,home_improvement,7.7,0.0,3.0,8.0,0.0,9822.0,86.4%,10.0,587.91,Fully Paid
1051960,1283480.0,18000.0, 60 months, 16.77%,272.02,D,D2,10+ years,MORTGAGE,59000.0,Source Verified,credit_card,4.62,0.0,3.0,7.0,0.0,11243.0,83.9%,14.0,3525.63,Fully Paid
1058289,1289876.0,15000.0, 36 months, 14.27%,514.64,C,C2,3 years,MORTGAGE,35000.0,Verified,credit_card,12.58,0.0,1.0,6.0,0.0,5615.0,92%,11.0,6704.08,Fully Paid
1058241,1289823.0,20675.0, 60 months, 13.49%,290.44,C,C1,2 years,MORTGAGE,81800.0,Verified,debt_consolidation,17.85,0.0,0.0,9.0,0.0,24645.0,61.2%,20.0,12466.91,Fully Paid
1058276,1289862.0,13225.0, 36 months, 12.69%,443.64,B,B5,5 years,MORTGAGE,65000.0,Verified,credit_card,23.48,0.0,1.0,11.0,0.0,17982.0,86.5%,29.0,8771.07,Fully Paid
1058123,1289701.0,11775.0, 36 months, 13.49%,399.54,C,C1,1 year,RENT,44400.0,Not Verified,credit_card,13.11,0.0,0.0,18.0,0.0,13634.0,82.1%,26.0,415.6,Fully Paid
1058126,1289704.0,16400.0, 60 months, 17.27%,409.97,D,D3,5 years,RENT,61500.0,Verified,credit_card,12.51,0.0,1.0,6.0,0.0,14906.0,72.3%,11.0,409.97,Charged Off
1058242,1289824.0,10075.0, 36 months, 12.42%,336.66,B,B4,2 years,MORTGAGE,46000.0,Verified,credit_card,18.63,0.0,3.0,8.0,0.0,17072.0,55.9%,21.0,681.87,Fully Paid
1058119,1289696.0,10000.0, 36 months, 14.27%,343.09,C,C2,< 1 year,RENT,62000.0,Verified,debt_consolidation,20.94,0.0,2.0,15.0,0.0,20159.0,62.7%,33.0,357.61,Fully Paid
1058084,1289660.0,14000.0, 36 months, 12.42%,467.82,B,B4,4 years,MORTGAGE,88000.0,Not Verified,debt_consolidation,9.63,0.0,1.0,11.0,0.0,11271.0,70.9%,22.0,482.9,Fully Paid
1058111,1289688.0,13000.0, 36 months,  9.91%,418.93,B,B1,10+ years,RENT,50000.0,Not Verified,debt_consolidation,17.3,0.0,1.0,13.0,0.0,18246.0,30.7%,25.0,418.93,Charged Off
1053505,1285105.0,15000.0, 36 months, 11.71%,496.14,B,B3,6 years,RENT,75000.0,Verified,debt_consolidation,11.7,0.0,0.0,6.0,0.0,6622.0,79.8%,8.0,8668.66,Fully Paid
1058072,1289647.0,9350.0, 36 months,  7.51%,290.89,A,A3,5 years,MORTGAGE,100000.0,Verified,credit_card,10.0,0.0,0.0,11.0,0.0,16358.0,69.4%,32.0,2326.45,Fully Paid
1058082,1289658.0,30000.0, 60 months, 20.30%,487.24,E,E5,10+ years,MORTGAGE,110000.0,Verified,small_business,23.21,0.0,1.0,17.0,0.0,26101.0,56.3%,60.0,512.76,Charged Off
1058221,1289803.0,18225.0, 36 months, 12.42%,609.0,B,B4,4 years,RENT,40000.0,Not Verified,debt_consolidation,19.65,0.0,0.0,9.0,0.0,27064.0,87.9%,24.0,621.81,Fully Paid
1058078,1289654.0,18000.0, 60 months, 15.27%,430.78,C,C4,2 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,15.31,0.0,1.0,16.0,0.0,15940.0,73.5%,55.0,1405.94,Fully Paid
1058213,1289793.0,3600.0, 36 months,  6.62%,110.54,A,A2,8 years,MORTGAGE,88824.0,Not Verified,other,11.75,0.0,0.0,8.0,0.0,17137.0,69.5%,28.0,116.44,Fully Paid
1058059,1289635.0,29000.0, 60 months, 10.65%,625.49,B,B2,10+ years,MORTGAGE,180000.0,Verified,debt_consolidation,3.9,0.0,0.0,12.0,0.0,55964.0,68.5%,21.0,13169.21,Fully Paid
1058060,1289636.0,5000.0, 36 months, 16.29%,176.51,D,D1,10+ years,OWN,40000.0,Not Verified,car,9.57,1.0,1.0,9.0,0.0,7470.0,92.2%,13.0,9.33,Fully Paid
1055436,1286990.0,6400.0, 36 months, 16.29%,225.93,D,D1,10+ years,RENT,50000.0,Not Verified,debt_consolidation,22.63,0.0,2.0,20.0,0.0,16031.0,58.7%,33.0,228.82,Fully Paid
1058186,1289765.0,12000.0, 60 months, 16.77%,296.75,D,D2,6 years,RENT,40000.0,Source Verified,debt_consolidation,18.66,0.0,2.0,7.0,0.0,29089.0,92.1%,11.0,296.75,Charged Off
1054438,1286069.0,35000.0, 36 months,  8.90%,1111.37,A,A5,3 years,MORTGAGE,114054.0,Verified,debt_consolidation,16.18,0.0,0.0,9.0,0.0,28409.0,60.8%,26.0,1122.22,Fully Paid
1058203,1289783.0,18000.0, 36 months,  9.91%,580.05,B,B1,6 years,MORTGAGE,70000.0,Verified,credit_card,22.51,0.0,1.0,12.0,0.0,14966.0,66.8%,24.0,2783.4,Fully Paid
1058042,1289617.0,8075.0, 60 months, 22.35%,224.64,F,F5,10+ years,MORTGAGE,35000.0,Verified,debt_consolidation,10.73,0.0,2.0,3.0,0.0,0.0,0%,24.0,8227.22,Fully Paid
1058195,1289775.0,15625.0, 36 months,  8.90%,496.15,A,A5,10+ years,MORTGAGE,45000.0,Verified,debt_consolidation,24.64,0.0,0.0,7.0,0.0,14104.0,88.7%,26.0,2929.85,Fully Paid
1053728,1285528.0,24000.0, 36 months, 13.49%,814.34,C,C1,10+ years,RENT,77000.0,Verified,credit_card,24.78,0.0,1.0,11.0,0.0,22154.0,60.7%,29.0,855.95,Fully Paid
1058177,1289756.0,5000.0, 36 months, 14.27%,171.55,C,C2,5 years,MORTGAGE,61400.0,Not Verified,home_improvement,21.71,0.0,1.0,11.0,0.0,16624.0,93.1%,26.0,171.55,Charged Off
1057996,1289569.0,7200.0, 36 months,  9.91%,232.02,B,B1,1 year,RENT,90000.0,Not Verified,credit_card,8.59,0.0,0.0,11.0,0.0,16754.0,49.9%,12.0,5376.09,Fully Paid
1058162,1289739.0,5000.0, 36 months, 14.27%,171.55,C,C2,10+ years,RENT,32000.0,Not Verified,debt_consolidation,20.93,0.0,0.0,10.0,0.0,11606.0,98.4%,13.0,171.55,Charged Off
1055265,1286822.0,6600.0, 36 months, 10.65%,214.99,B,B2,2 years,RENT,42000.0,Not Verified,credit_card,10.11,0.0,0.0,6.0,0.0,11338.0,93.7%,8.0,223.6,Fully Paid
1018385,1246619.0,7000.0, 36 months,  6.62%,214.93,A,A2,,MORTGAGE,24000.0,Verified,car,11.45,0.0,3.0,10.0,0.0,14381.0,22.9%,24.0,3506.92,Fully Paid
1054294,1286133.0,20000.0, 36 months, 15.27%,695.96,C,C4,< 1 year,RENT,130000.0,Source Verified,debt_consolidation,9.67,0.0,2.0,17.0,0.0,26972.0,46.8%,36.0,2366.35,Fully Paid
1057750,1289517.0,8000.0, 36 months, 12.42%,267.33,B,B4,4 years,RENT,35000.0,Verified,credit_card,23.79,0.0,0.0,13.0,0.0,7223.0,76%,24.0,267.33,Charged Off
1057923,1289295.0,12000.0, 36 months,  9.91%,386.7,B,B1,6 years,RENT,70000.0,Not Verified,home_improvement,10.46,0.0,0.0,9.0,0.0,7426.0,79.5%,22.0,4098.5,Fully Paid
1057816,1289185.0,20000.0, 36 months, 11.71%,661.52,B,B3,7 years,RENT,67000.0,Verified,credit_card,16.55,0.0,0.0,6.0,0.0,17382.0,84%,18.0,9870.84,Fully Paid
1057900,1289271.0,10000.0, 36 months,  8.90%,317.54,A,A5,10+ years,RENT,31000.0,Verified,debt_consolidation,20.79,0.0,0.0,9.0,0.0,13080.0,75.3%,10.0,327.73,Fully Paid
1056770,1288321.0,16000.0, 60 months, 12.69%,229.91,B,B5,7 years,RENT,50000.0,Verified,debt_consolidation,26.11,0.0,1.0,15.0,0.0,6125.0,26%,31.0,229.91,Charged Off
1057710,1289477.0,10000.0, 36 months, 11.71%,330.76,B,B3,5 years,MORTGAGE,145000.0,Not Verified,other,10.65,0.0,0.0,13.0,0.0,18869.0,77%,25.0,347.76,Fully Paid
1057323,1288886.0,18000.0, 36 months, 16.29%,635.41,D,D1,2 years,RENT,66000.0,Verified,credit_card,15.67,0.0,0.0,8.0,0.0,16814.0,92.9%,13.0,645.16,Fully Paid
1057878,1289248.0,4000.0, 36 months, 12.42%,133.67,B,B4,7 years,RENT,100000.0,Not Verified,credit_card,9.6,0.0,3.0,15.0,0.0,12710.0,54.9%,39.0,530.78,Fully Paid
1057726,1289493.0,15000.0, 36 months, 12.42%,501.23,B,B4,,RENT,60000.0,Verified,debt_consolidation,14.18,0.0,0.0,8.0,0.0,15451.0,72.5%,19.0,513.27,Fully Paid
1057720,1289487.0,10000.0, 60 months, 18.64%,257.43,E,E1,5 years,OWN,40000.0,Verified,credit_card,12.75,0.0,0.0,13.0,0.0,7803.0,72.2%,18.0,257.0,Charged Off
1049053,1280217.0,29500.0, 60 months, 14.27%,419.02,C,C2,10+ years,RENT,45000.0,Verified,debt_consolidation,19.09,0.0,1.0,7.0,0.0,2037.0,47.4%,39.0,7549.96,Fully Paid
1057448,1289007.0,20125.0, 60 months, 19.42%,526.72,E,E3,10+ years,MORTGAGE,103000.0,Verified,credit_card,19.7,0.0,2.0,13.0,0.0,24164.0,95.9%,31.0,12657.23,Fully Paid
1057669,1289434.0,30000.0, 60 months, 21.28%,500.01,F,F2,< 1 year,RENT,137000.0,Verified,debt_consolidation,8.73,1.0,2.0,6.0,0.0,10875.0,74%,7.0,13723.02,Fully Paid
1050535,1281992.0,24000.0, 36 months, 16.77%,852.93,D,D2,10+ years,OWN,103000.0,Verified,debt_consolidation,15.34,0.0,0.0,12.0,0.0,25426.0,92.1%,22.0,885.9,Fully Paid
1057674,1289439.0,14000.0, 60 months, 15.96%,340.16,C,C5,3 years,RENT,75000.0,Verified,debt_consolidation,12.62,0.0,1.0,8.0,0.0,6492.0,67.6%,14.0,6330.17,Fully Paid
1057806,1289174.0,5375.0, 36 months, 10.65%,175.09,B,B2,5 years,MORTGAGE,42000.0,Source Verified,credit_card,17.69,0.0,0.0,10.0,0.0,27122.0,79.8%,21.0,1145.43,Fully Paid
1057615,1289379.0,8300.0, 36 months,  8.90%,263.56,A,A5,10+ years,RENT,50000.0,Not Verified,debt_consolidation,6.24,0.0,0.0,8.0,0.0,6663.0,79.1%,15.0,207.83,Fully Paid
1057818,1289186.0,7000.0, 36 months,  8.90%,222.28,A,A5,5 years,OWN,50000.0,Not Verified,debt_consolidation,16.68,0.0,1.0,7.0,0.0,8867.0,62.9%,19.0,229.64,Fully Paid
1057629,1289394.0,2425.0, 36 months, 15.27%,84.39,C,C4,3 years,OWN,80004.0,Not Verified,home_improvement,23.92,1.0,3.0,8.0,0.0,24570.0,76.8%,17.0,16.06,Fully Paid
1057621,1289385.0,6950.0, 36 months,  9.91%,223.97,B,B1,2 years,RENT,43000.0,Not Verified,credit_card,20.51,0.0,0.0,6.0,0.0,12704.0,83%,13.0,1560.92,Fully Paid
1057787,1289153.0,12375.0, 36 months,  9.91%,398.79,B,B1,10+ years,OWN,32000.0,Verified,credit_card,24.3,0.0,1.0,6.0,0.0,21451.0,79.4%,12.0,9056.48,Fully Paid
1057770,1289135.0,35000.0, 60 months, 20.30%,933.14,E,E5,10+ years,MORTGAGE,85000.0,Verified,debt_consolidation,12.54,0.0,2.0,9.0,0.0,29254.0,66%,20.0,10348.28,Fully Paid
1057275,1288835.0,14000.0, 60 months, 17.27%,349.98,D,D3,5 years,RENT,60500.0,Verified,debt_consolidation,19.95,0.0,0.0,7.0,0.0,11731.0,96.2%,17.0,14054.0,Fully Paid
1057330,1288893.0,14000.0, 36 months, 14.27%,480.33,C,C2,< 1 year,RENT,35000.0,Source Verified,debt_consolidation,8.4,0.0,1.0,12.0,0.0,13018.0,65.7%,30.0,4746.25,Fully Paid
1057773,1289138.0,5500.0, 36 months, 14.27%,188.7,C,C2,5 years,RENT,24000.0,Not Verified,credit_card,22.8,0.0,1.0,7.0,0.0,9519.0,86.5%,19.0,3236.59,Fully Paid
1057343,1288906.0,4800.0, 36 months, 14.65%,165.58,C,C3,< 1 year,RENT,44600.0,Source Verified,credit_card,15.28,0.0,1.0,12.0,0.0,7954.0,92.5%,25.0,1423.33,Fully Paid
1057562,1289325.0,9000.0, 36 months, 12.69%,301.91,B,B5,< 1 year,RENT,52000.0,Source Verified,debt_consolidation,12.88,0.0,0.0,13.0,0.0,10209.0,89.3%,20.0,315.68,Fully Paid
1057776,1289141.0,16000.0, 36 months, 12.69%,536.72,B,B5,2 years,OWN,67000.0,Verified,credit_card,12.48,0.0,0.0,16.0,0.0,24214.0,81.5%,22.0,563.5,Fully Paid
1057519,1289084.0,5000.0, 36 months,  7.90%,156.46,A,A4,2 years,MORTGAGE,44136.0,Not Verified,debt_consolidation,3.37,0.0,0.0,6.0,0.0,6327.0,87.9%,15.0,1960.39,Fully Paid
1057537,1289101.0,18500.0, 36 months,  7.90%,578.87,A,A4,8 years,MORTGAGE,36000.0,Verified,debt_consolidation,13.63,0.0,0.0,6.0,0.0,15765.0,84.3%,14.0,18162.44,Fully Paid
1057358,1289321.0,5350.0, 36 months, 15.27%,186.17,C,C4,6 years,MORTGAGE,52000.0,Source Verified,home_improvement,9.46,0.0,1.0,14.0,0.0,21815.0,80.1%,28.0,186.17,Charged Off
1057038,1288592.0,25000.0, 60 months, 12.69%,564.87,B,B5,2 years,RENT,65000.0,Verified,debt_consolidation,18.02,0.0,4.0,8.0,0.0,26417.0,50.7%,19.0,20718.48,Fully Paid
1057316,1288880.0,10000.0, 36 months, 10.65%,325.74,B,B2,3 years,RENT,36000.0,Source Verified,credit_card,11.2,0.0,0.0,6.0,0.0,10167.0,74.2%,10.0,661.44,Fully Paid
1057350,1289313.0,12000.0, 36 months,  7.51%,373.33,A,A3,3 years,RENT,36500.0,Not Verified,debt_consolidation,24.1,0.0,1.0,7.0,0.0,19174.0,65%,18.0,6719.69,Fully Paid
1057319,1288883.0,18000.0, 36 months,  9.91%,580.05,B,B1,5 years,MORTGAGE,40000.0,Source Verified,debt_consolidation,11.85,0.0,2.0,13.0,0.0,10416.0,52.2%,29.0,2870.7,Fully Paid
1052234,1283787.0,3000.0, 36 months, 17.58%,107.83,D,D4,3 years,MORTGAGE,56604.0,Source Verified,other,6.78,0.0,0.0,5.0,0.0,2516.0,96.8%,9.0,112.3,Fully Paid
1041468,1271495.0,6000.0, 36 months,  7.90%,187.75,A,A4,< 1 year,RENT,23040.0,Source Verified,credit_card,12.66,0.0,0.0,6.0,0.0,8282.0,62.3%,11.0,187.75,Charged Off
1057515,1289079.0,20000.0, 60 months, 16.77%,494.59,D,D2,1 year,RENT,90000.0,Verified,credit_card,16.77,0.0,3.0,13.0,0.0,20658.0,77.3%,24.0,5933.39,Fully Paid
1057522,1289087.0,35000.0, 60 months, 19.03%,586.63,E,E2,10+ years,MORTGAGE,99224.88,Verified,home_improvement,12.07,0.0,2.0,8.0,0.0,9782.0,49.4%,25.0,1332.74,Fully Paid
1057428,1288986.0,10000.0, 36 months,  9.91%,322.25,B,B1,2 years,RENT,52000.0,Source Verified,debt_consolidation,13.38,0.0,0.0,6.0,0.0,6002.0,76%,12.0,331.68,Fully Paid
1057451,1289010.0,5875.0, 36 months,  7.90%,183.84,A,A4,4 years,OWN,17640.0,Verified,debt_consolidation,14.63,0.0,0.0,5.0,0.0,6822.0,43.2%,5.0,188.58,Fully Paid
1048164,1278876.0,10000.0, 36 months, 13.49%,339.31,C,C1,4 years,RENT,86000.0,Not Verified,debt_consolidation,10.1,0.0,2.0,5.0,0.0,5129.0,91.6%,12.0,354.72,Fully Paid
1057482,1289043.0,28000.0, 36 months, 11.71%,926.13,B,B3,5 years,MORTGAGE,118075.0,Source Verified,debt_consolidation,15.01,0.0,1.0,11.0,0.0,21195.0,49.6%,26.0,938.46,Fully Paid
1057501,1289049.0,11200.0, 36 months, 11.71%,370.46,B,B3,5 years,RENT,48000.0,Not Verified,other,8.68,0.0,0.0,19.0,0.0,10323.0,31.7%,30.0,6160.82,Fully Paid
1057458,1289018.0,10000.0, 36 months, 14.27%,343.09,C,C2,3 years,RENT,65000.0,Not Verified,credit_card,6.85,0.0,3.0,9.0,0.0,8258.0,59.4%,13.0,2851.37,Fully Paid
1057445,1289004.0,20000.0, 60 months, 14.27%,468.17,C,C2,5 years,RENT,40000.0,Verified,debt_consolidation,20.61,0.0,0.0,8.0,0.0,11901.0,65.8%,12.0,5728.64,Fully Paid
1057211,1288770.0,9450.0, 36 months, 14.27%,324.22,C,C2,7 years,RENT,28800.0,Not Verified,credit_card,18.96,0.0,1.0,8.0,0.0,14635.0,54%,9.0,339.22,Fully Paid
1057055,1288609.0,19000.0, 60 months, 16.77%,469.86,D,D2,3 years,OWN,38000.0,Source Verified,debt_consolidation,18.09,0.0,1.0,15.0,0.0,8145.0,69.6%,29.0,469.86,Charged Off
1057199,1288758.0,18825.0, 60 months, 18.64%,484.61,E,E1,10+ years,MORTGAGE,85000.0,Verified,debt_consolidation,14.77,0.0,0.0,18.0,0.0,17777.0,91.2%,44.0,12346.7,Fully Paid
1057375,1288931.0,20400.0, 60 months, 17.58%,513.38,D,D4,1 year,RENT,52000.0,Verified,credit_card,17.86,0.0,1.0,15.0,0.0,16945.0,89.7%,28.0,7488.88,Fully Paid
1057238,1288797.0,21650.0, 36 months, 12.69%,726.25,B,B5,6 years,MORTGAGE,62361.0,Verified,debt_consolidation,21.28,0.0,0.0,8.0,0.0,17174.0,85.9%,38.0,757.61,Fully Paid
1057204,1288763.0,24000.0, 60 months, 21.67%,434.11,F,F3,1 year,MORTGAGE,122400.0,Verified,debt_consolidation,9.98,0.0,2.0,10.0,0.0,2844.0,25.9%,16.0,434.11,Charged Off
1057013,1288567.0,9000.0, 36 months, 10.65%,293.16,B,B2,10+ years,RENT,45000.0,Verified,debt_consolidation,23.39,0.0,1.0,17.0,0.0,17081.0,72.7%,37.0,304.55,Fully Paid
1057397,1288954.0,15000.0, 60 months, 11.71%,331.48,B,B3,3 years,MORTGAGE,75000.0,Not Verified,credit_card,14.05,0.0,0.0,11.0,0.0,16317.0,74.5%,23.0,10591.93,Fully Paid
1056923,1288478.0,6000.0, 36 months, 10.65%,195.44,B,B2,2 years,RENT,40000.0,Not Verified,debt_consolidation,20.73,0.0,0.0,14.0,0.0,8840.0,46.8%,23.0,4872.57,Fully Paid
1057140,1288696.0,5600.0, 36 months,  7.90%,175.23,A,A4,1 year,RENT,25000.0,Not Verified,credit_card,10.9,0.0,0.0,8.0,0.0,6242.0,49.5%,8.0,18.38,Fully Paid
1055794,1287366.0,7000.0, 36 months, 10.65%,228.02,B,B2,10+ years,RENT,85000.0,Source Verified,debt_consolidation,5.22,0.0,0.0,8.0,0.0,17101.0,96.1%,22.0,237.24,Fully Paid
1057083,1288637.0,20300.0, 60 months, 14.27%,475.2,C,C2,< 1 year,RENT,80000.0,Verified,debt_consolidation,27.76,0.0,1.0,14.0,0.0,27388.0,59.6%,30.0,475.2,Charged Off
1056866,1288420.0,6000.0, 36 months, 10.65%,195.44,B,B2,< 1 year,RENT,55000.0,Not Verified,credit_card,7.99,0.0,1.0,10.0,0.0,10146.0,62.6%,12.0,5474.58,Fully Paid
1057071,1288625.0,30000.0, 60 months, 14.27%,702.26,C,C2,10+ years,RENT,62000.0,Verified,credit_card,21.25,0.0,1.0,9.0,0.0,6636.0,44.8%,27.0,7928.45,Fully Paid
1056925,1288480.0,12000.0, 36 months,  7.90%,375.49,A,A4,5 years,RENT,110000.0,Not Verified,debt_consolidation,4.85,0.0,0.0,10.0,0.0,17766.0,64.4%,20.0,385.7,Fully Paid
1057099,1288654.0,13650.0, 36 months, 10.65%,444.63,B,B2,5 years,RENT,44000.0,Source Verified,credit_card,24.57,0.0,1.0,5.0,0.0,16070.0,83.3%,16.0,460.91,Fully Paid
1056297,1287883.0,24000.0, 60 months, 12.69%,418.01,B,B5,9 years,MORTGAGE,76000.0,Verified,debt_consolidation,21.65,0.0,1.0,14.0,0.0,23659.0,56.3%,31.0,7986.35,Fully Paid
1056889,1288442.0,6200.0, 60 months, 18.64%,159.61,E,E1,9 years,MORTGAGE,51000.0,Source Verified,credit_card,10.61,0.0,3.0,9.0,0.0,5936.0,78.8%,12.0,4543.9,Fully Paid
1057113,1288668.0,25000.0, 60 months, 14.65%,590.17,C,C3,4 years,MORTGAGE,106000.0,Verified,credit_card,7.15,0.0,2.0,9.0,0.0,29579.0,56.4%,44.0,21270.17,Fully Paid
1056786,1288340.0,12000.0, 36 months, 13.49%,407.17,C,C1,4 years,RENT,42000.0,Source Verified,debt_consolidation,12.66,0.0,0.0,11.0,0.0,9192.0,50.3%,18.0,12136.23,Fully Paid
1057110,1288665.0,2300.0, 36 months,  7.51%,71.56,A,A3,< 1 year,MORTGAGE,78000.0,Source Verified,other,10.23,0.0,1.0,18.0,0.0,15190.0,26.1%,44.0,71.56,Charged Off
1057080,1288634.0,8875.0, 36 months, 10.65%,289.09,B,B2,< 1 year,RENT,19240.0,Verified,debt_consolidation,18.21,0.0,1.0,6.0,0.0,9757.0,52.7%,7.0,307.27,Fully Paid
1057031,1288585.0,18800.0, 60 months, 21.28%,511.57,F,F2,7 years,RENT,75000.0,Source Verified,debt_consolidation,11.73,0.0,2.0,7.0,0.0,28858.0,93.1%,9.0,511.57,Charged Off
1050520,1281977.0,12000.0, 60 months, 11.71%,265.18,B,B3,4 years,RENT,75000.0,Not Verified,home_improvement,12.08,0.0,1.0,7.0,0.0,6914.0,44.9%,27.0,2798.72,Fully Paid
1056845,1288399.0,9000.0, 36 months,  7.90%,281.62,A,A4,2 years,RENT,52800.0,Not Verified,credit_card,7.93,0.0,0.0,9.0,0.0,3219.0,36%,16.0,3266.64,Fully Paid
1057065,1288619.0,7600.0, 36 months,  8.90%,241.33,A,A5,9 years,OWN,75000.0,Source Verified,debt_consolidation,16.26,0.0,0.0,8.0,0.0,18885.0,84.3%,29.0,3230.35,Fully Paid
1057026,1288580.0,16000.0, 60 months, 11.71%,308.27,B,B3,1 year,RENT,40000.0,Verified,debt_consolidation,19.68,0.0,0.0,15.0,0.0,7187.0,43.8%,24.0,8300.69,Fully Paid
1056070,1287644.0,12000.0, 60 months, 18.25%,306.36,D,D5,3 years,RENT,24000.0,Source Verified,credit_card,11.8,0.0,1.0,7.0,0.0,7739.0,91%,13.0,5632.62,Fully Paid
1056857,1288411.0,22500.0, 60 months, 20.89%,607.31,F,F1,3 years,RENT,45000.0,Verified,major_purchase,7.65,0.0,0.0,9.0,0.0,8735.0,45%,18.0,18601.97,Fully Paid
1056856,1288410.0,20000.0, 60 months, 18.25%,510.6,D,D5,9 years,RENT,105000.0,Verified,debt_consolidation,12.74,0.0,1.0,8.0,0.0,14106.0,90.4%,18.0,17577.92,Fully Paid
1057054,1288608.0,6000.0, 36 months, 13.49%,203.59,C,C1,2 years,MORTGAGE,60000.0,Source Verified,debt_consolidation,9.82,0.0,0.0,7.0,0.0,7540.0,72.5%,20.0,5074.48,Fully Paid
